Date,Away Team,Home Team,Away Team Goals,Home Team Goals,Away Goalie,Home Goalie,Away Goalie TOI,Home Goalie TOI,Away Goalie GA,Home Goalie GA,Away GAA,Home GAA
20241019,Golden Knights,Panthers,1,1,Ilya Samsonov,Sergei Bobrovsky,20,20,1,1,2.41,2.95
20241019,Rangers,Maple Leafs,2,1,Igor Shesterkin,Anthony Stolarz,20,20,1,2,1.97,1.83
20241019,Capitals,Devils,0,2,Logan Thompson,Jacob Markstrom,20,20,2,0,3.41,2.99
20241019,Canadiens,Islanders,1,1,Cayden Primeau,Semyon Varlamov,20,20,1,1,4.42,3.27
20241019,Canucks,Flyers,0,0,Kevin Lankinen,Samuel Ersson,20,20,0,0,1.28,2.99
20241019,Wild,Blue Jackets,2,1,Filip Gustavsson,Daniil Tarasov,20,20,1,2,1.50,3.70
20241019,Hurricanes,Blues,2,1,Pyotr Kochetkov,Joel Hofer,20,20,1,2,3.05,2.32
20241019,Sabres,Blackhawks,1,0,Ukko-Pekka Luukkonen,Arvid Soderblom,20,20,0,1,3.26,2.52
20241019,Bruins,Utah Hockey Club,0,1,Jeremy Swayman,Connor Ingram,20,20,1,0,2.71,3.29
20241019,Flames,Kraken,0,0,Dan Vladar,Joey Daccord,20,20,0,0,2.63,2.60
20241020,Penguins,Jets,1,3,Alex Nedeljkovic,Eric Comrie,20,20,3,1,5.06,3.01
20241020,Avalanche,Sharks,2,0,Justus Annunen,Vitek Vanecek,20,20,0,2,2.70,3.14
20241020,Kings,Ducks,4,1,David Rittich,Lukas Dostal,20,20,1,4,2.36,2.49
20241021,Lightning,Maple Leafs,1,0,Jonas Johansson,Anthony Stolarz,28,20,1,1,2.12,1.83
20241022,Capitals,Flyers,2,1,Charlie Lindgren,Samuel Ersson,20,20,1,2,2.36,3.22
20241022,Wild,Panthers,0,0,Filip Gustavsson,Spencer Knight,20,20,0,0,1.40,3.04
20241022,Lightning,Devils,2,3,Jonas Johansson,Jake Allen,20,20,3,2,4.08,3.01
20241022,Stars,Sabres,2,2,Jake Oettinger,Ukko-Pekka Luukkonen,20,20,2,2,1.81,3.01
20241022,Rangers,Canadiens,2,0,Igor Shesterkin,Cayden Primeau,20,48,0,3,1.98,4.21
20241022,Maple Leafs,Blue Jackets,1,1,Dennis Hildeby,Daniil Tarasov,20,20,1,1,4.03,3.29
20241022,Red Wings,Islanders,0,0,Alex Lyon,Ilya Sorokin,20,20,0,0,1.46,1.34
20241022,Jets,Blues,0,1,Connor Hellebuyck,Jordan Binnington,20,20,1,0,1.40,3.04
20241022,Canucks,Blackhawks,2,1,Kevin Lankinen,Petr Mrazek,20,20,1,2,1.70,3.24
20241022,Avalanche,Kraken,0,1,Justus Annunen,Philipp Grubauer,20,20,1,0,2.45,3.10
20241022,Bruins,Predators,0,2,Jeremy Swayman,Juuse Saros,20,20,2,0,2.77,2.89
20241022,Hurricanes,Oilers,2,0,Frederik Andersen,Stuart Skinner,20,20,0,2,1.64,3.74
20241022,Senators,Utah Hockey Club,0,0,Anton Forsberg,Connor Ingram,20,20,0,4,2.94,3.82
20241022,Penguins,Flames,2,2,Alex Nedeljkovic,Dustin Wolf,20,20,2,2,3.86,2.30
20241022,Sharks,Ducks,1,2,Mackenzie Blackwood,Lukas Dostal,20,20,2,1,4.09,2.19
20241022,Kings,Golden Knights,0,3,David Rittich,Ilya Samsonov,20,20,3,0,3.39,1.95
20241023,Flyers,Capitals,1,2,Ivan Fedotov,Logan Thompson,20,20,2,1,5.35,3.28
20241024,Stars,Bruins,1,0,Casey DeSmith,Jeremy Swayman,20,20,0,1,1.69,2.99
20241024,Blues,Maple Leafs,2,0,Jordan Binnington,Joseph Woll,20,20,0,2,2.63,4.08
20241024,Devils,Red Wings,1,3,Jacob Markstrom,Cam Talbot,20,20,3,1,3.15,3.21
20241024,Wild,Lightning,2,0,Marc-Andre Fleury,Andrei Vasilevskiy,20,20,0,2,2.89,3.14
20241024,Panthers,Rangers,0,0,Sergei Bobrovsky,Igor Shesterkin,20,20,0,0,3.11,2.16
20241024,Hurricanes,Flames,1,1,Pyotr Kochetkov,Dan Vladar,20,20,1,1,2.70,2.73
20241024,Avalanche,Utah Hockey Club,1,1,Justus Annunen,Karel Vejmelka,20,20,1,1,2.08,3.04
20241024,Jets,Kraken,1,2,Connor Hellebuyck,Joey Daccord,20,20,2,1,1.66,2.93
20241024,Sharks,Kings,1,0,Mackenzie Blackwood,David Rittich,20,20,0,1,3.88,3.09
20241025,Senators,Golden Knights,0,3,Linus Ullmark,Adin Hill,20,20,3,0,3.44,3.85
20241025,Islanders,Devils,0,1,Ilya Sorokin,Jake Allen,20,20,1,0,1.74,3.25
20241025,Predators,Blackhawks,1,0,Juuse Saros,Petr Mrazek,20,20,0,1,2.74,3.21
20241025,Penguins,Oilers,0,2,Joel Blomqvist,Stuart Skinner,20,20,2,0,3.34,3.06
20241026,Red Wings,Sabres,0,1,Alex Lyon,Ukko-Pekka Luukkonen,20,20,1,0,2.05,3.01
20241026,Wild,Flyers,2,4,Filip Gustavsson,Samuel Ersson,20,20,4,2,2.17,3.56
20241026,Utah Hockey Club,Kings,1,1,Connor Ingram,Darcy Kuemper,20,20,1,1,3.71,3.20
20241026,Maple Leafs,Bruins,1,0,Anthony Stolarz,Jeremy Swayman,20,20,0,1,2.19,2.97
20241026,Blues,Canadiens,0,2,Jordan Binnington,Sam Montembeault,20,20,2,0,2.86,2.94
20241026,Capitals,Lightning,0,2,Charlie Lindgren,Andrei Vasilevskiy,20,20,2,0,2.53,3.13
20241026,Ducks,Rangers,1,2,Lukas Dostal,Jonathan Quick,20,20,2,1,2.17,1.51
20241026,Jets,Flames,3,1,Eric Comrie,Dustin Wolf,20,20,1,3,3.00,2.74
20241026,Panthers,Islanders,3,0,Spencer Knight,Semyon Varlamov,20,20,0,3,3.03,3.72
20241026,Blue Jackets,Predators,1,2,Daniil Tarasov,Scott Wedgewood,20,20,2,1,3.42,3.54
20241026,Blackhawks,Stars,2,2,Petr Mrazek,Jake Oettinger,20,20,2,2,3.20,1.84
20241026,Penguins,Canucks,1,0,Alex Nedeljkovic,Kevin Lankinen,20,20,0,1,3.94,1.95
20241026,Sharks,Golden Knights,1,2,Vitek Vanecek,Ilya Samsonov,20,20,2,1,4.00,2.21
20241026,Hurricanes,Kraken,2,1,Frederik Andersen,Joey Daccord,20,20,1,2,1.49,2.95
20241027,Oilers,Red Wings,1,0,Calvin Pickard,Cam Talbot,20,20,0,1,2.91,3.16
20241027,Ducks,Devils,1,2,James Reimer,Jacob Markstrom,20,20,2,1,4.50,3.01
20241027,Canadiens,Flyers,0,2,Cayden Primeau,Aleksei Kolosov,20,20,2,0,3.89,4.13
20241027,Senators,Avalanche,4,3,Linus Ullmark,Justus Annunen,4,20,0,4,3.35,2.48
